335.94,1498.33
336.40,1498.00
336.85,1500.33
337.31,1498.67
337.76,1501.00
338.22,1499.00
338.68,1497.67
339.13,1499.33
339.59,1497.67
340.04,1499.00
340.50,1499.33
340.96,1499.33
341.41,1500.67
341.87,1500.67
342.32,1500.33
342.78,1501.33
343.24,1498.00
343.69,1501.00
344.15,1497.00
344.60,1500.33
345.06,1500.67
345.52,1500.67
345.97,1496.67
346.43,1500.33
346.89,1501.00
347.34,1498.67
347.80,1500.00
348.26,1498.00
348.71,1501.33
349.17,1499.67
349.63,1499.00
350.08,1500.00
350.54,1502.33
351.00,1501.67
351.45,1499.00
351.91,1499.67
352.37,1501.33
352.83,1498.33
353.28,1500.67
353.74,1499.33
354.20,1501.00
354.65,1496.67
355.11,1500.33
355.57,1498.00
356.03,1499.33
356.48,1499.67
356.94,1497.67
357.40,1499.67
357.86,1499.67
358.31,1499.67
358.77,1501.00
359.23,1498.00
359.69,1498.67
360.14,1499.00
360.60,1501.33
361.06,1499.67
361.52,1499.00
361.97,1501.33
362.43,1498.00
362.89,1501.67
363.35,1498.67
363.81,1500.33
364.26,1499.67
364.72,1497.33
365.18,1500.00
365.64,1499.67
366.10,1497.67
366.56,1501.67
367.01,1498.67
367.47,1500.33
367.93,1502.00
368.39,1498.67
368.85,1500.33
369.31,1500.33
369.76,1498.33
370.22,1499.33
370.68,1499.00
371.14,1501.00
371.60,1500.67
372.06,1498.33
372.52,1497.67
372.98,1500.67
373.43,1499.00
373.89,1498.33
374.35,1497.67
374.81,1498.00
375.27,1496.33
375.73,1500.67
376.19,1502.33
376.65,1500.33
377.11,1499.67
377.57,1498.67
378.03,1498.00
378.48,1498.67
378.94,1500.67
379.40,1498.33
379.86,1502.00
380.32,1499.67
380.78,1497.67
381.24,1499.67
381.70,1501.00
382.16,1497.67
382.62,1498.00
383.08,1501.67
383.54,1499.00
384.00,1498.67
384.46,1502.00
384.92,1501.67
385.38,1498.67
385.84,1500.33
386.30,1500.33
386.76,1500.33
387.22,1501.67
387.68,1499.67
388.14,1499.67
388.60,1499.33
389.06,1501.00
389.52,1501.33
389.98,1498.67
390.44,1500.00
390.90,1500.67
391.36,1496.67
391.82,1499.00
392.28,1501.67
392.74,1497.67
393.20,1498.67
393.67,1499.67
394.13,1501.67
394.59,1498.00
395.05,1500.00
395.51,1498.00
395.97,1499.00
396.43,1499.33
396.89,1498.00
397.35,1499.67
397.81,1503.67
398.27,1501.00
398.74,1499.33
399.20,1500.00
399.66,1498.67
400.12,1498.67
400.58,1499.33
401.04,1499.33
401.50,1499.67
401.96,1500.00
402.43,1502.00
402.89,1498.33
403.35,1497.67
403.81,1501.33
404.27,1501.33
404.73,1497.33
405.20,1500.00
405.66,1500.67
406.12,1498.00
406.58,1498.33
407.04,1499.67
407.51,1500.67
407.97,1501.67
408.43,1497.33
408.89,1500.33
409.35,1498.00
409.82,1496.67
410.28,1499.33
410.74,1500.67
411.20,1499.00
411.66,1502.33
412.13,1501.00
412.59,1499.33
413.05,1499.33
413.51,1502.67
413.98,1499.00
414.44,1498.67
414.90,1499.00
415.36,1498.67
415.83,1500.00
416.29,1498.33
416.75,1501.67
417.21,1498.67
417.68,1498.00
418.14,1498.00
418.60,1499.33
419.07,1499.67
419.53,1500.00
419.99,1496.33
420.46,1497.33
420.92,1500.67
421.38,1498.33
421.85,1500.33
422.31,1501.00
422.77,1499.67
423.23,1497.67
423.70,1498.33
424.16,1500.67
424.63,1499.00
425.09,1498.33
425.55,1500.00
426.02,1498.67
426.48,1497.00
426.94,1502.67
427.41,1497.67
427.87,1497.33
428.33,1502.67
428.80,1496.33
429.26,1498.00
429.73,1500.00
430.19,1501.33
430.65,1499.67
431.12,1500.33
431.58,1496.00
432.05,1499.67
432.51,1499.33
432.97,1501.33
433.44,1500.67
433.90,1499.67
434.37,1499.67
434.83,1501.00
435.30,1499.33
435.76,1500.00
436.22,1499.33
436.69,1500.00
437.15,1499.67
437.62,1500.67
438.08,1500.67
438.55,1502.33
439.01,1499.00
439.48,1501.00
439.94,1498.00
440.41,1502.00
440.87,1501.33
441.34,1499.33
441.80,1501.67
442.27,1500.33
442.73,1501.00
443.20,1501.00
443.66,1499.00
444.13,1498.00
444.59,1498.00
445.06,1500.67
445.52,1500.33
445.99,1500.67
446.45,1501.33
446.92,1503.00
447.39,1497.33
447.85,1501.00
448.32,1499.67
448.78,1501.00
449.25,1501.67
449.71,1497.33
450.18,1500.33
450.64,1498.67
