Spectrum sequence number 3
Saved at time: 642503 milliseconds
Integration time: 500000
Scans to average: 10
Boxcar smoothing: 0
Wavelengths	Intensities
336.52618408	1508.00000000
336.98196843	1520.00000000
337.43778931	1489.00000000
337.89364673	1506.00000000
338.34954070	1508.00000000
338.80547121	1509.00000000
339.26143827	1521.00000000
339.71744189	1528.00000000
340.17348206	1460.00000000
340.62955880	1522.00000000
341.08567210	1521.00000000
341.54182197	1520.00000000
341.99800842	1515.00000000
342.45423144	1488.00000000
342.91049105	1494.00000000
343.36678724	1508.00000000
343.82312002	1499.00000000
344.27948940	1519.00000000
344.73589537	1514.00000000
345.19233794	1492.00000000
345.64881712	1508.00000000
346.10533290	1520.00000000
346.56188530	1510.00000000
347.01847432	1495.00000000
347.47509995	1516.00000000
347.93176221	1514.00000000
348.38846110	1517.00000000
348.84519662	1514.00000000
349.30196878	1522.00000000
349.75877758	1524.00000000
350.21562302	1518.00000000
350.67250511	1511.00000000
351.12942385	1507.00000000
351.58637924	1476.00000000
352.04337130	1521.00000000
352.50040002	1501.00000000
352.95746540	1498.00000000
353.41456746	1507.00000000
353.87170619	1512.00000000
354.32888160	1511.00000000
354.78609370	1519.00000000
355.24334248	1507.00000000
355.70062795	1512.00000000
356.15795012	1503.00000000
356.61530898	1513.00000000
357.07270455	1509.00000000
357.53013682	1498.00000000
357.98760580	1499.00000000
358.44511150	1524.00000000
358.90265391	1492.00000000
359.36023305	1512.00000000
359.81784891	1494.00000000
360.27550150	1493.00000000
360.73319082	1509.00000000
361.19091688	1516.00000000
361.64867969	1516.00000000
362.10647923	1509.00000000
362.56431553	1521.00000000
363.02218858	1514.00000000
363.48009839	1524.00000000
363.93804495	1514.00000000
364.39602828	1498.00000000
364.85404838	1500.00000000
365.31210525	1520.00000000
365.77019890	1517.00000000
366.22832933	1515.00000000
366.68649654	1512.00000000
367.14470054	1505.00000000
367.60294133	1522.00000000
368.06121892	1499.00000000
368.51953331	1518.00000000
368.97788450	1496.00000000
369.43627249	1524.00000000
369.89469730	1497.00000000
370.35315893	1499.00000000
370.81165737	1515.00000000
371.27019263	1495.00000000
371.72876473	1520.00000000
372.18737365	1505.00000000
372.64601941	1502.00000000
373.10470200	1515.00000000
373.56342144	1502.00000000
374.02217772	1504.00000000
374.48097086	1494.00000000
374.93980085	1500.00000000
375.39866769	1439.00000000
375.85757140	1509.00000000
376.31651197	1486.00000000
376.77548942	1479.00000000
377.23450373	1514.00000000
377.69355493	1516.00000000
378.15264300	1513.00000000
378.61176796	1517.00000000
379.07092981	1499.00000000
379.53012855	1487.00000000
379.98936419	1503.00000000
380.44863673	1516.00000000
380.90794617	1510.00000000
381.36729253	1514.00000000
381.82667579	1506.00000000
382.28609597	1510.00000000
382.74555307	1506.00000000
383.20504710	1519.00000000
383.66457805	1513.00000000
384.12414594	1515.00000000
384.58375076	1518.00000000
385.04339252	1523.00000000
385.50307122	1522.00000000
385.96278687	1518.00000000
386.42253947	1515.00000000
386.88232903	1515.00000000
387.34215555	1511.00000000
387.80201903	1509.00000000
388.26191947	1517.00000000
388.72185689	1512.00000000
389.18183128	1515.00000000
389.64184265	1505.00000000
390.10189100	1506.00000000
390.56197634	1510.00000000
391.02209867	1522.00000000
391.48225799	1492.00000000
391.94245431	1503.00000000
392.40268763	1513.00000000
392.86295796	1499.00000000
393.32326530	1476.00000000
393.78360965	1503.00000000
394.24399102	1514.00000000
394.70440941	1526.00000000
395.16486482	1508.00000000
395.62535727	1525.00000000
396.08588674	1496.00000000
396.54645326	1508.00000000
397.00705681	1514.00000000
397.46769741	1497.00000000
397.92837506	1510.00000000
398.38908976	1493.00000000
398.84984151	1516.00000000
399.31063033	1507.00000000
399.77145621	1519.00000000
400.23231916	1511.00000000
400.69321918	1506.00000000
401.15415627	1512.00000000
401.61513045	1520.00000000
402.07614171	1531.00000000
402.53719006	1527.00000000
402.99827549	1531.00000000
403.45939803	1529.00000000
403.92055766	1518.00000000
404.38175439	1531.00000000
404.84298824	1523.00000000
405.30425919	1524.00000000
405.76556726	1528.00000000
406.22691244	1533.00000000
406.68829475	1500.00000000
407.14971418	1528.00000000
407.61117075	1505.00000000
408.07266445	1523.00000000
408.53419529	1508.00000000
408.99576326	1524.00000000
409.45736839	1505.00000000
409.91901066	1511.00000000
410.38069009	1500.00000000
410.84240668	1508.00000000
411.30416042	1513.00000000
411.76595133	1524.00000000
412.22777942	1504.00000000
412.68964467	1522.00000000
413.15154710	1517.00000000
413.61348671	1522.00000000
414.07546351	1484.00000000
414.53747749	1523.00000000
414.99952867	1529.00000000
415.46161704	1521.00000000
415.92374262	1527.00000000
416.38590540	1515.00000000
416.84810538	1514.00000000
417.31034258	1529.00000000
417.77261699	1531.00000000
418.23492863	1531.00000000
418.69727748	1515.00000000
419.15966357	1511.00000000
419.62208688	1521.00000000
420.08454743	1514.00000000
420.54704523	1508.00000000
421.00958026	1517.00000000
421.47215254	1483.00000000
421.93476207	1518.00000000
422.39740886	1528.00000000
422.86009290	1517.00000000
423.32281421	1526.00000000
423.78557278	1517.00000000
424.24836862	1502.00000000
424.71120174	1513.00000000
425.17407214	1519.00000000
425.63697981	1526.00000000
426.09992478	1505.00000000
426.56290703	1521.00000000
427.02592658	1519.00000000
427.48898342	1522.00000000
427.95207757	1520.00000000
428.41520902	1537.00000000
428.87837778	1522.00000000
429.34158385	1523.00000000
429.80482724	1521.00000000
430.26810795	1515.00000000
430.73142599	1535.00000000
431.19478135	1524.00000000
431.65817405	1533.00000000
432.12160408	1530.00000000
432.58507146	1549.00000000
433.04857617	1574.00000000
433.51211824	1542.00000000
433.97569766	1580.00000000
434.43931443	1588.00000000
434.90296857	1583.00000000
435.36666006	1569.00000000
435.83038893	1581.00000000
436.29415516	1586.00000000
436.75795877	1575.00000000
437.22179977	1583.00000000
437.68567814	1559.00000000
438.14959390	1563.00000000
438.61354705	1544.00000000
439.07753760	1543.00000000
439.54156554	1534.00000000
440.00563089	1531.00000000
440.46973364	1527.00000000
440.93387381	1521.00000000
441.39805139	1535.00000000
441.86226638	1539.00000000
442.32651880	1544.00000000
442.79080865	1432.00000000
443.25513592	1539.00000000
443.71950063	1534.00000000
444.18390277	1502.00000000
444.64834236	1541.00000000
445.11281939	1546.00000000
445.57733388	1531.00000000
446.04188581	1548.00000000
446.50647520	1539.00000000
446.97110205	1536.00000000
447.43576637	1537.00000000
447.90046816	1531.00000000
448.36520742	1543.00000000
448.82998415	1532.00000000
449.29479837	1538.00000000
449.75965007	1531.00000000
450.22453926	1544.00000000
450.68946594	1529.00000000
451.15443011	1543.00000000
451.61943179	1538.00000000
452.08447097	1544.00000000
452.54954765	1542.00000000
453.01466185	1518.00000000
453.47981357	1539.00000000
453.94500280	1524.00000000
454.41022956	1541.00000000
454.87549384	1539.00000000
455.34079565	1539.00000000
455.80613500	1544.00000000
