335.94,1497.67
336.40,1498.33
336.85,1498.00
337.31,1501.67
337.76,1499.00
338.22,1499.33
338.68,1498.33
339.13,1499.00
339.59,1500.67
340.04,1500.67
340.50,1496.00
340.96,1495.67
341.41,1502.00
341.87,1498.33
342.32,1498.67
342.78,1499.00
343.24,1500.33
343.69,1501.00
344.15,1496.00
344.60,1499.00
345.06,1501.33
345.52,1497.33
345.97,1499.00
346.43,1499.00
346.89,1500.33
347.34,1498.33
347.80,1499.33
348.26,1498.33
348.71,1501.33
349.17,1499.67
349.63,1500.00
350.08,1499.67
350.54,1501.67
351.00,1503.00
351.45,1498.33
351.91,1497.00
352.37,1499.67
352.83,1499.33
353.28,1501.33
353.74,1499.67
354.20,1501.00
354.65,1497.67
355.11,1498.00
355.57,1501.00
356.03,1497.67
356.48,1499.00
356.94,1497.00
357.40,1499.33
357.86,1501.67
358.31,1499.33
358.77,1499.00
359.23,1499.67
359.69,1496.67
360.14,1501.00
360.60,1500.00
361.06,1499.67
361.52,1501.67
361.97,1500.33
362.43,1498.00
362.89,1497.33
363.35,1498.33
363.81,1498.67
364.26,1501.33
364.72,1499.33
365.18,1495.67
365.64,1500.67
366.10,1498.00
366.56,1499.67
367.01,1498.33
367.47,1500.00
367.93,1499.67
368.39,1497.00
368.85,1500.00
369.31,1497.00
369.76,1498.00
370.22,1498.00
370.68,1499.67
371.14,1501.00
371.60,1499.67
372.06,1499.00
372.52,1496.67
372.98,1501.67
373.43,1499.00
373.89,1500.00
374.35,1500.33
374.81,1501.00
375.27,1499.67
375.73,1499.00
376.19,1499.67
376.65,1499.33
377.11,1501.00
377.57,1500.33
378.03,1501.33
378.48,1498.33
378.94,1502.67
379.40,1498.67
379.86,1500.00
380.32,1501.00
380.78,1499.33
381.24,1496.67
381.70,1501.00
382.16,1499.00
382.62,1500.00
383.08,1502.33
383.54,1498.00
384.00,1501.00
384.46,1500.67
384.92,1499.00
385.38,1499.33
385.84,1500.67
386.30,1500.67
386.76,1499.00
387.22,1500.33
387.68,1501.00
388.14,1499.67
388.60,1496.33
389.06,1500.67
389.52,1501.67
389.98,1500.33
390.44,1498.00
390.90,1498.67
391.36,1497.33
391.82,1499.67
392.28,1500.33
392.74,1497.67
393.20,1500.67
393.67,1499.33
394.13,1499.33
394.59,1497.67
395.05,1499.00
395.51,1498.00
395.97,1499.00
396.43,1498.00
396.89,1497.67
